OTUID	X1	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X2	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X3	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X4	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X5	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X6	X60	X61	X62	X63	X64	X65	X66	X7	X8	X9
ASV_217	874	26	3	5	398	2518	388	24	8	20	0	295	0	0	2	1	0	2	3	2	4	2	155	2	30	0	0	0	0	0	0	0	0	11	0	0	1	1	0	44	0	0	0	1	70	2	0	1	0	0	0	0	0	0	0	148	1	0	0	0	0	0	0	7	51	9
ASV_89	19	9	12	4	11	6	4	11	10	7	4	26	1	2	5	1	8	0	11	6	16	5	15	7	33	40	7	3566	598	6	18	22	9	5	8	311	14	16	9	8	7	8	4	9	10	7	6	13	5	8	7	4	6	6	3	5	9	5	2	11	14	11	15	19	11	7
ASV_116	266	133	36	178	294	59	64	3	19	10	9	486	3	5	9	7	3	74	87	71	94	55	346	96	27	39	49	0	0	8	2	92	1	512	1	1	2	6	12	74	111	0	37	0	532	0	0	0	0	1	1	0	1	0	1	541	1	1	8	15	3	1	5	201	133	243
ASV_112	25	14	21	14	19	11	25	19	13	21	641	39	648	780	747	842	748	12	16	15	12	9	24	13	0	0	24	0	0	0	42	0	0	47	0	0	0	18	51	0	0	1	0	1	43	0	0	0	0	0	0	1	1	1	0	27	1	2	0	0	0	0	2	16	13	16
ASV_117	11	10	6	9	10	4432	38	12	41	13	6	10	2	11	1	7	7	6	17	9	8	8	17	6	1	0	0	0	0	1	1	29	94	8	0	0	70	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	10	0	0	0	2	0	1	0	13	8	12
ASV_241	35	42	26	55	608	36	188	577	1760	956	15	48	5	7	2	6	6	12	10	6	6	8	123	6	0	1	14	21	1	0	26	1	2	43	2	1	0	25	0	0	0	0	0	6	102	0	6	0	2	0	1	7	0	0	1	57	0	10	1	1	0	22	3	9	19	22
ASV_100	14	90	393	1046	1	5	6	7	8	12	1	16	1	5	2	2	2	4	4	5	7	4	3	4	0	0	0	0	1	0	0	0	0	11	0	0	0	0	6	1	21	0	0	0	7	0	0	8	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	247	1723	1173
ASV_118	15	22	10	14	14	10	29	6	8	10	498	30	617	770	817	701	626	60	48	56	41	24	64	31	0	0	0	107	0	1	1	0	0	36	19	0	0	0	15	14	7	0	0	0	56	0	1	0	0	0	0	0	1	0	0	33	0	0	0	1	0	0	0	10	7	18
ASV_120	42	60	14	50	15	9	16	4	6	5	546	70	504	587	541	529	507	126	150	145	128	127	165	133	0	0	0	0	0	0	0	0	0	17	55	15	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	53	61	23
ASV_119	156	128	39	167	296	57	100	21	68	61	1	318	2	1	3	2	2	19	16	12	22	12	219	18	207	87	202	3	99	0	36	35	2	322	4	3	3	3	62	115	168	113	136	3	124	1	1	5	2	6	0	0	0	1	1	1013	0	2	8	0	1	1	1	107	92	106
ASV_99	63	18	22	15	100	114	44	22	868	2656	3	337	4	7	2	5	3	3	1	2	4	4	13	6	0	7	0	0	0	0	0	0	0	41	0	13	221	0	0	1	0	0	0	0	26	0	0	1	0	0	1	0	0	0	0	45	1	0	0	0	0	4	0	10	12	13
ASV_101	22	9	11	8	8	11	18	5	9	9	394	15	1368	697	295	669	897	11	18	4	12	14	9	20	0	0	0	0	0	0	16	37	1	18	0	0	0	28	0	0	16	0	0	0	14	0	0	0	0	0	0	0	0	2	0	9	1	0	0	0	0	0	0	9	2	8
ASV_130	107	43	41	138	442	293	253	47	60	193	11	91	8	7	9	5	4	60	29	32	25	33	121	48	16	17	7	0	2	0	11	0	0	209	6	0	1	10	7	6	5	0	0	4	1299	1	6	18	3	0	0	0	0	1	0	508	2	7	0	4	4	2	0	204	53	171
ASV_113	7	80	13	39	2	7	5	2	2	3	1	8	2	5	8	7	6	801	663	240	659	534	10	543	0	5	51	60	0	4	20	27	41	4	50	20	92	14	20	1	22	28	8	0	4	0	0	0	0	0	0	1	0	1	0	3	0	0	0	0	1	0	0	41	376	60
ASV_96	1	2	4	1	3	4	7	1190	1	1	0	3	0	0	1	2	2	1	3	2	1	0	2	2	2	1	0	5	1	0	1	25	5	7	2127	17	179	1	5	0	2	0	4	2	0	1	0	0	2	0	1	0	5	0	0	0	1	32	512	131	12	92	120	4	3	1
ASV_94	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	204	4	7	32	258	12	16	575	0	23	8	140	32	507	634	1095	136	399	1	0	362	6	6	3	6	2	1	9	4	6	0	4	6	13	0	2	6	5	0	0	1
ASV_110	19	17	22	9	5	9	6	10	13	9	603	27	669	569	638	856	636	11	12	9	9	3	22	14	0	1	68	0	53	0	0	0	0	27	0	2	0	0	0	0	10	0	0	0	24	0	0	0	0	0	1	2	0	0	0	13	1	0	0	1	1	0	0	8	11	13
ASV_1651	698	117	30	48	13	15	28	18	31	15	3	321	3	6	3	2	2	1	1	5	3	7	265	12	0	0	0	0	0	0	0	1	0	153	0	0	2	0	7	0	0	0	23	0	88	1	0	0	0	0	0	0	0	0	0	2228	0	0	0	0	0	0	0	88	141	44
ASV_133	41	10	6	14	11	5	6	4	5	4	753	44	563	582	598	556	592	55	37	52	46	46	140	41	0	24	0	0	0	0	0	0	0	32	0	0	0	0	0	10	0	0	0	0	37	0	0	20	0	0	0	1	2	0	0	35	1	0	0	0	0	0	0	15	8	7
ASV_143	38	24	19	18	107	211	60	15	59	77	2	917	0	4	3	4	2	5	6	7	5	14	21	6	0	61	0	49	0	0	16	79	33	1397	11	25	78	20	9	41	11	32	0	1	643	0	0	1	1	0	1	0	2	0	0	103	0	0	1	0	1	1	1	59	22	50
ASV_114	34	11	10	16	5	3	3	4	3	8	566	155	499	545	554	571	577	15	11	21	27	22	262	11	0	0	0	0	0	0	0	47	2	105	1	0	0	0	0	1	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	42	1	0	0	0	0	0	0	11	11	6
ASV_161	34	37	38	49	13	13	27	8	8	6	555	27	346	391	402	387	426	109	138	114	95	119	54	92	10	173	16	1	36	19	1	3	1	17	17	9	0	41	7	56	15	70	74	2	35	2	0	0	1	1	3	2	1	1	0	25	4	1	1	2	2	2	1	55	39	32
ASV_111	1	3	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	2	2	2	44	0	2	6	6	6	0	183	3832	1	24	2	4	2	2	0	3	2	1	2	4	3	2	0	3	2	2	1	0	1	1	0	5	2	2	4	24	2	7
ASV_129	3	135	105	189	9	4	3	1	4	3	23	4	18	12	15	27	21	447	464	464	446	456	12	457	0	0	29	1	0	0	46	65	127	3	0	46	0	28	11	28	48	0	0	0	7	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	1	0	0	112	135	182
ASV_174	244	170	46	134	30	19	14	12	8	8	5	28	11	8	6	7	14	448	397	378	353	373	161	418	4	14	1	27	23	0	2	33	66	15	32	21	0	33	15	6	30	0	1	6	20	5	4	5	0	1	1	1	0	0	0	46	0	0	1	1	1	1	0	117	177	183
ASV_327	74	85	36	115	14	37	16	14	11	12	9	42	12	12	7	11	10	21	13	15	21	7	39	18	0	1	0	0	0	0	0	1	0	31	0	0	0	0	2	20	0	0	0	0	76	0	0	0	0	0	0	1	0	0	1	86	1	0	0	0	0	0	0	1140	505	1665
ASV_529	81	34	19	31	6	1	5	2	4	1	603	68	490	483	475	431	459	45	53	73	62	59	373	66	0	0	0	0	0	0	12	0	1	24	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	1	0	33	36	18
ASV_212	13	51	41	58	15	7	14	4	9	5	58	23	96	31	53	58	63	490	448	399	443	412	71	447	0	19	0	140	50	1	56	0	2	9	1	3	87	14	19	52	46	0	86	0	14	1	0	0	0	1	0	0	1	0	0	25	0	2	0	3	0	0	0	53	91	23
ASV_135	188	16	6	20	12	11	8	2	3	5	448	196	357	364	350	387	337	29	22	35	24	38	727	31	0	16	0	0	0	0	27	0	0	93	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	179	0	0	1	0	0	0	0	14	9	9
ASV_138	40	28	43	35	6	6	8	9	8	9	643	26	507	332	379	428	449	141	106	108	110	111	77	86	0	0	0	0	0	0	0	1	76	19	0	2	30	19	8	0	20	31	28	0	25	0	0	0	0	0	0	0	3	1	1	49	0	1	0	0	0	2	0	43	37	13
ASV_131	17	15	12	9	8	1	6	3	9	1	700	60	507	512	655	568	591	23	28	21	26	26	58	15	0	0	0	1	1	0	0	52	1	40	0	0	0	13	3	0	0	0	0	0	76	0	0	0	1	0	1	0	0	0	0	4	0	0	0	0	0	0	0	17	6	12
ASV_121	3	58	11	21	1	0	5	2	3	1	6	6	5	2	0	2	2	634	709	214	557	502	1	534	0	22	0	1	0	0	60	22	17	2	16	0	50	31	1	0	5	26	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	44	338	77
ASV_136	11	53	7	30	4	0	5	1	1	2	22	15	12	17	17	18	13	659	589	181	592	447	3	529	2	29	0	55	19	0	51	40	36	1	168	4	0	32	6	27	10	15	2	0	5	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	1	26	194	34
ASV_115	4	5	12	2	4	0	6	4	1	1	466	5	687	630	802	656	624	3	5	7	10	4	7	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	1	0	0	9	0	0	0	0	0	0	0	2	7	5
ASV_626	268	121	32	60	22	19	288	5	36	5	15	111	13	14	22	14	18	277	180	228	226	253	574	265	0	15	1	0	0	0	39	1	0	48	1	21	11	12	2	40	9	0	6	0	62	0	0	0	0	0	0	0	1	0	1	309	0	1	0	0	0	1	1	71	127	129
ASV_154	5	17	8	40	10	3	2	1	1	2	6	6	4	7	4	13	4	511	533	581	503	513	7	663	0	12	0	1	0	0	0	0	96	2	92	44	1	23	4	6	8	0	0	0	2	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	62	108	42
ASV_194	248	12	4	103	3	3	3	2	1	5	0	57	0	1	1	1	1	1	1	3	2	0	6	1	5	3	1	2470	7	0	74	6	8	456	8	8	3	9	28	2	5	2	0	2	192	4	2	1	3	3	0	1	1	5	3	87	2	2	4	1	2	2	2	17	6	24
ASV_3694	2	50	35	114	7	7	4	4	4	5	3	9	2	5	8	5	8	532	491	556	473	511	14	599	0	0	0	0	0	22	92	0	0	5	0	0	32	15	8	19	0	0	1	0	8	0	1	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	58	120	55
ASV_193	106	375	186	590	57	69	188	255	36	62	3	48	4	6	6	3	2	27	37	35	27	36	486	49	0	1	16	0	0	0	86	0	1	73	0	0	0	4	6	3	1	0	20	0	72	3	3	10	0	0	0	0	0	2	0	188	0	0	0	0	0	1	0	177	254	264
ASV_145	10	92	23	101	7	2	14	2	3	6	9	8	6	13	9	8	10	595	470	530	498	480	23	482	0	0	0	0	0	0	21	0	2	9	34	0	1	15	0	14	8	1	0	0	7	0	0	0	5	0	0	0	1	0	0	9	0	0	0	0	1	0	0	125	127	90
ASV_128	52	49	37	69	41	17	18	675	423	2120	1	22	6	3	3	2	2	6	5	5	6	4	23	7	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	9	0	0	1	1	1	0	0	0	0	0	125	0	0	0	0	0	0	0	29	35	31
ASV_151	67	9	12	10	91	150	55	91	152	87	8	28	1	1	1	3	0	6	3	1	4	1	1	1	270	56	2	5	4	0	2	452	3	32	425	1569	2	5	2	10	2	1	29	19	17	3	0	2	15	5	2	1	2	12	0	24	9	10	5	0	2	8	10	10	7	24
ASV_182	74	1	2	3	2	4	1	0	2	0	0	3	0	0	0	0	0	1	2	1	0	1	1	0	4	5	4	3	1	2	1176	257	555	1	286	763	546	3	5	4	6	1	3	3	4	6	2	2	1	1	5	2	2	5	2	1	2	2	5	3	1	2	1	1	1	0
ASV_140	29	10	35	83	41	54	9	2	69	8	1	39	2	1	3	2	1	3	4	6	6	4	72	7	182	619	112	303	131	37	1	425	5	14	3	1	2	28	26	185	528	121	158	0	17	7	1	2	4	2	7	2	6	7	8	149	0	4	1	1	4	9	0	65	14	64
ASV_438	19	161	62	144	10	3	5	2	8	11	6	26	2	12	8	5	6	426	365	351	424	394	26	454	0	0	2	43	0	0	0	3	104	18	0	26	39	0	10	4	14	0	0	0	32	0	0	0	0	1	0	0	0	0	1	17	0	0	0	0	0	0	0	147	202	152
ASV_149	2	1	5	16	6	41	2	1	19	3	0	5	0	1	1	0	0	0	0	2	0	0	11	0	117	334	1	490	764	1	31	238	6	1	292	170	3	43	3	226	33	2	769	1	2	2	2	6	2	1	6	1	4	1	3	3	2	1	3	9	2	1	0	14	6	2
ASV_155	33	17	18	24	6	12	9	9	4	13	535	25	463	443	402	459	415	84	83	89	84	90	51	65	0	11	41	0	1	0	0	1	0	21	0	0	0	24	8	32	10	0	0	0	29	0	1	1	1	1	2	1	1	0	0	24	0	0	0	1	0	0	0	24	16	11
ASV_179	318	101	22	150	36	39	11	3	9	2	9	52	13	7	12	8	6	202	187	263	254	224	255	261	12	49	104	0	0	2	0	1	0	99	21	0	73	13	22	17	24	0	25	0	232	0	0	0	0	0	0	1	2	0	0	142	1	0	0	0	0	0	0	129	79	171
ASV_146	97	26	29	37	5	7	4	1	3	1	361	84	420	349	409	406	379	31	18	38	30	32	277	30	0	1	0	1	1	0	1	52	79	59	50	0	1	0	2	16	0	1	0	0	74	1	0	0	0	0	0	0	1	0	0	136	0	0	0	0	0	0	1	39	26	14
ASV_158	8	0	2	2	1	4	1	1	3	6	25	2	48	14	4	18	18	7	5	2	7	3	2	11	121	133	65	255	11	19	153	815	863	2	26	31	73	234	113	159	53	194	29	1	2	1	12	5	5	2	2	2	5	0	0	2	1	6	1	3	2	5	5	0	7	3
ASV_144	14	0	0	0	0	2	1	0	0	1	1	2	1	10	0	6	13	4	5	1	4	0	3	4	153	95	147	466	108	26	74	246	5	0	162	6	143	546	251	103	67	182	166	3	0	14	44	38	52	16	10	46	4	59	17	0	61	26	6	29	63	91	8	0	2	0
ASV_139	0	0	1	4	0	0	2	0	0	0	0	1	0	0	0	0	0	3	9	3	0	3	0	3	15	7	0	5	149	3	2	7	1	0	35	4	7	52	7	67	134	2	2023	88	0	9	0	2	1	3	0	1	45	10	5	0	47	2	1	128	269	417	18	1	0	0
ASV_142	5	35	25	40	5	4	10	5	2	1	422	21	281	337	391	361	297	135	134	157	129	140	30	166	0	0	21	134	1	18	21	0	0	18	22	0	0	2	0	0	30	0	0	0	34	0	0	0	0	0	1	0	0	0	0	9	1	0	0	1	0	0	0	49	63	25
ASV_126	9	17	7	16	1	1	3	1	1	0	450	15	630	630	454	413	489	20	30	31	37	37	49	45	0	0	0	0	0	0	22	0	0	21	0	0	0	0	17	0	0	14	0	0	10	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	21	34	15
ASV_163	6	18	14	29	1	2	5	5	0	1	446	45	385	395	384	419	346	105	67	95	67	81	53	90	1	43	0	1	0	19	45	22	110	28	19	0	0	1	0	33	0	22	0	0	52	0	0	0	0	0	0	1	0	0	0	10	0	0	0	0	0	0	0	32	18	17
ASV_164	4	34	19	27	6	3	5	2	6	1	21	6	16	17	24	23	13	495	473	484	463	442	5	538	0	15	0	0	0	26	0	3	0	3	60	17	42	19	4	49	18	0	43	0	6	0	0	0	0	0	0	0	0	1	0	7	0	0	0	1	1	1	0	20	53	15
ASV_801	380	28	403	42	269	28	141	163	244	866	3	209	1	0	5	3	1	14	17	16	15	16	10	8	0	21	0	0	2	19	45	0	0	99	28	1	38	0	37	9	124	0	0	1	16	3	17	0	2	1	0	0	4	3	0	58	1	0	1	1	0	1	1	20	8	88
ASV_148	3	8	9	0	4	0	3	0	3	3	546	14	567	490	501	619	582	12	9	19	15	6	7	20	6	0	0	0	0	16	0	0	0	9	0	0	0	10	3	13	0	1	4	0	11	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	6	4	3
ASV_134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12	0	0	0	0	1	0	0	3	133	43	480	26	15	13	1623	136	1	393	72	6	29	35	2	10	1	56	19	0	9	47	11	18	33	15	41	12	19	8	0	18	81	20	22	6	44	14	0	0	0
ASV_162	33	16	454	18	204	12	534	392	492	1153	4	10	6	8	8	4	3	5	9	4	5	3	6	6	0	0	0	0	0	0	0	0	0	8	0	0	0	14	0	0	0	0	0	4	7	0	2	0	0	1	0	0	0	0	0	30	0	0	2	1	0	0	0	11	7	9
ASV_165	22	9	19	19	339	637	1640	69	154	53	23	9	18	27	22	12	22	19	22	19	19	15	22	14	1	0	25	1	0	0	36	48	0	17	0	0	0	0	3	14	1	19	0	1	10	1	1	0	0	0	0	0	1	0	0	16	0	0	0	0	1	0	0	17	16	19
ASV_184	15	11	2025	43	27	31	32	654	17	432	0	11	3	5	2	1	2	5	8	3	2	6	6	7	0	0	1	0	0	0	0	0	0	12	20	0	0	0	0	0	0	20	1	0	24	0	0	0	0	0	0	0	1	0	0	14	2	0	0	0	0	0	0	15	6	3
ASV_183	74	39	34	36	5	12	7	9	6	7	359	9	283	276	282	224	276	173	144	189	175	154	40	151	1	22	28	68	0	23	0	0	43	10	0	0	16	33	25	43	2	1	13	0	15	0	1	1	2	0	3	2	1	0	3	44	4	1	0	0	0	2	2	31	32	23
ASV_186	292	197	74	134	28	34	27	34	71	36	15	361	4	10	4	2	5	54	36	32	40	45	121	43	0	12	0	0	0	0	0	0	80	552	0	0	0	1	2	16	24	15	0	0	179	0	0	0	0	0	0	0	0	0	0	184	1	1	0	3	0	0	2	213	121	329
ASV_384	54	23	16	27	10	1	5	2	8	4	466	40	403	369	394	353	311	108	81	113	81	88	45	65	0	1	0	15	0	0	0	0	0	22	0	24	0	40	1	8	1	42	19	0	33	0	0	0	0	0	0	0	1	0	1	24	0	0	0	0	0	0	2	41	39	19
ASV_197	104	199	147	105	7	7	13	20	18	12	2	12	1	6	5	5	6	271	203	216	238	218	13	256	1	35	0	68	0	0	116	144	0	13	0	24	1	1	20	31	14	0	0	1	18	2	0	0	1	0	0	0	1	0	0	30	0	0	1	3	0	0	0	174	315	256
ASV_168	46	328	240	185	5	10	10	7	10	7	3	24	7	3	6	7	5	173	211	199	192	191	8	204	0	0	0	1	0	0	47	25	0	7	44	16	0	0	3	34	9	0	0	0	20	1	0	0	0	0	0	0	0	2	0	28	0	0	0	0	0	0	0	208	567	256
ASV_160	2196	2	9	22	43	4	46	14	27	29	6	18	5	4	3	3	1	6	9	4	5	8	193	5	1	0	15	0	0	0	1	0	0	6	0	0	0	0	5	0	0	39	0	0	14	0	0	0	0	0	0	0	0	0	4	568	0	0	0	0	0	0	0	17	8	7
ASV_189	53	71	904	108	92	68	97	263	70	123	12	18	4	2	6	3	4	8	8	14	15	8	404	12	0	0	0	0	0	1	0	0	0	40	1	0	2	0	1	9	3	1	0	145	58	16	23	17	16	0	1	1	5	4	3	233	1	0	0	5	1	4	0	82	211	58
ASV_167	22	35	35	39	6	1	4	5	2	0	342	62	299	404	318	321	325	97	120	133	97	87	57	130	0	1	0	1	0	0	0	126	0	43	0	0	0	0	2	0	2	0	0	0	41	0	0	0	0	0	0	0	0	0	1	25	1	0	0	0	0	0	0	53	51	15
ASV_137	1	8	15	11	4	3	2	1	5	2	320	9	599	474	357	752	388	35	40	42	58	39	19	58	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	13	16	11
ASV_191	4	61	47	64	8	5	3	2	6	2	7	5	3	8	8	6	6	391	372	391	384	404	8	356	0	1	0	0	2	1	28	61	0	4	36	1	70	1	0	31	0	1	43	0	6	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	1	0	71	124	251
ASV_686	68	39	22	49	4	5	11	4	3	3	404	74	318	388	308	321	333	48	49	63	44	49	292	71	0	0	0	0	31	1	0	60	1	24	0	0	0	0	1	0	0	0	0	0	46	1	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	35	24	24
ASV_171	17	25	13	18	359	1009	406	167	570	261	12	8	8	11	6	9	7	34	36	39	32	30	49	38	0	0	0	0	0	0	9	0	0	3	1	0	0	0	0	1	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	20	0	1	0	0	0	0	0	16	23	24
ASV_150	328	517	89	154	4	2	43	61	58	136	2	701	1	2	1	0	2	3	3	8	5	10	20	3	0	0	0	0	0	0	1	0	176	9	0	1	0	0	1	0	1	0	0	1	53	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	182	374	63
ASV_159	4	0	3	0	13	2	2	1	17	11	0	1	0	2	0	0	2	0	0	0	0	0	3	1	1	5	26	2929	4	1	3	6	4	0	93	9	7	3	15	4	5	2	2	4	1	3	0	1	0	2	2	2	3	1	1	2	2	2	4	1	2	3	4	0	2	1
ASV_203	39	34	7	35	4	1	5	1	5	3	425	37	327	412	411	385	360	59	45	59	50	56	183	49	0	26	0	0	0	0	0	0	0	26	0	0	0	0	0	12	0	0	0	0	42	0	0	0	0	0	0	1	1	0	0	39	0	0	0	0	0	0	0	32	22	16
ASV_796	84	27	29	90	84	24	72	333	195	47	2	200	0	7	2	0	6	22	24	22	38	27	255	28	0	1	0	54	19	0	21	33	50	468	1	2	3	13	3	0	0	18	1	2	205	1	6	4	6	0	12	3	0	4	0	454	3	5	0	0	0	0	2	78	46	72
ASV_190	6	111	78	112	4	4	7	2	4	9	118	7	62	70	97	77	84	329	290	324	312	279	9	314	24	0	0	0	0	0	0	44	0	8	1	0	76	0	7	1	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	92	185	38
ASV_198	124	44	23	39	3	2	1	3	2	1	391	95	301	281	306	251	248	78	73	84	79	55	268	73	0	0	0	0	0	0	0	34	0	44	1	0	0	0	3	0	0	0	1	0	53	0	0	0	0	0	0	0	0	1	0	146	0	1	0	0	0	1	0	27	31	18
ASV_187	5	4	9	11	948	584	127	106	567	599	7	9	7	13	8	6	4	8	9	10	9	7	36	8	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	17	0	0	0	0	0	0	0	12	10	12
ASV_157	10	5	9	4	3	1	5	3	3	1	367	4	513	494	458	532	478	9	13	7	9	9	7	6	13	20	0	149	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	6	0	0	0	0	0	0	4	1	10	3
ASV_311	223	52	47	83	97	105	244	690	234	259	5	66	3	2	4	8	11	10	6	7	4	3	21	3	78	46	2	2	157	1	4	5	3	188	0	1	68	5	19	22	4	3	1	2	72	5	1	8	2	3	3	0	0	3	2	128	3	11	4	1	1	1	0	55	20	22
ASV_172	10	11	23	15	9	10	14	27	2856	31	2	11	2	1	1	1	3	4	4	4	2	3	11	6	0	0	0	0	0	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	14	0	0	0	6	0	0	0	0	0	0	15	0	0	0	0	0	0	0	9	9	8
ASV_234	231	14	11	15	703	142	93	116	18	72	3	59	2	6	6	8	3	9	15	9	7	9	57	5	0	0	1	0	0	0	30	11	186	95	18	219	47	1	0	0	0	0	1	2	482	0	0	0	0	1	0	0	0	0	0	343	0	0	0	0	0	0	0	24	7	17
ASV_188	360	198	113	187	27	70	42	27	93	16	2	569	4	7	1	1	1	6	10	8	5	5	164	0	0	0	0	0	1	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	174	0	9	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	230	200	370
ASV_153	3	12	12	15	5	2	2	3	0	1	359	1	319	437	300	406	347	142	96	107	107	134	5	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	35	61	11
ASV_201	15	13	6	14	375	287	1197	377	77	329	4	36	10	15	6	3	5	5	20	5	10	14	15	13	1	11	0	1	0	0	0	2	0	16	0	0	0	5	0	22	0	1	0	0	45	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	31	3	24
ASV_173	15	8	5	9	5	10	13	4	4	10	320	12	398	516	452	458	463	21	10	25	22	15	26	17	16	0	0	0	0	0	27	0	0	9	0	1	0	48	0	18	0	0	0	0	18	0	0	0	0	0	0	1	0	1	0	17	0	0	0	1	0	0	0	10	11	7
ASV_170	9	0	2	2	2	1	0	0	0	0	1	3	2	1	8	17	2	0	4	0	1	0	2	1	4	8	428	261	2	1	45	29	12	0	13	22	12	240	185	50	27	6	2	13	1	10	136	49	29	11	29	13	43	88	15	1	30	237	223	16	5	646	5	1	1	0
ASV_178	0	2	0	1	1	13	8	0	2	2	0	0	1	0	0	0	1	0	0	1	0	0	1	0	2	1	1	143	2	17	11	118	169	0	117	2272	39	3	0	5	20	0	1	2	1	2	0	0	1	0	1	0	2	1	2	0	5	9	1	0	8	2	1	3	0	1
ASV_303	11	64	20	90	9	4	26	3	5	5	99	13	104	86	104	98	104	273	251	257	251	259	17	317	0	25	0	0	1	1	1	109	100	4	1	1	0	10	1	0	17	0	0	1	11	0	0	0	0	0	1	0	0	0	0	11	0	0	0	2	0	0	1	72	102	50
ASV_286	10	6	185	94	124	16	32	1907	67	260	0	23	3	2	1	1	4	12	10	8	6	8	13	6	0	0	0	0	0	7	0	0	0	14	0	0	0	0	1	0	0	7	1	0	17	0	0	1	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	11	110	15
ASV_156	500	7	5	26	35	327	266	4	36	17	4	889	0	1	0	0	1	2	1	2	2	4	31	3	0	138	0	0	0	1	30	1	0	26	0	1	0	0	0	1	0	0	0	0	572	0	0	0	0	0	0	0	0	0	1	36	0	1	0	0	0	0	1	4	6	8
ASV_1197	21	155	71	175	28	8	9	4	4	4	4	22	5	8	11	10	5	291	251	269	250	255	15	315	1	49	0	1	127	0	42	0	1	7	0	0	2	17	0	0	0	0	35	0	10	0	1	0	2	0	2	1	0	0	0	7	0	0	0	1	0	0	1	134	170	104
ASV_177	29	134	158	151	259	118	117	385	312	319	5	500	2	9	3	4	4	9	13	8	8	10	22	6	0	4	0	0	0	0	0	2	27	14	0	0	0	0	6	9	7	0	0	0	8	0	3	1	2	0	0	0	2	0	0	69	0	1	1	1	2	3	1	27	108	19
ASV_206	21	51	36	58	4	2	6	1	1	1	278	16	255	278	217	164	241	135	200	126	138	139	33	153	0	0	0	1	0	0	0	0	83	13	17	0	0	1	12	0	4	0	0	1	23	0	0	0	0	0	0	1	0	0	0	15	0	0	0	0	0	0	0	67	66	26
ASV_169	6	6	7	6	13	50	1973	22	7	2	0	4	4	3	5	7	1	6	4	4	2	2	6	2	0	14	1	2	1	0	0	137	438	4	3	0	0	7	4	0	0	0	0	2	6	0	1	0	1	0	2	3	2	0	0	3	0	6	24	20	2	25	6	6	7	8
ASV_202	1673	7	46	3	80	94	139	18	25	35	0	29	3	4	5	1	1	1	9	3	6	3	6	8	0	0	0	0	1	0	1	47	1	297	0	0	53	0	5	1	0	0	0	0	71	0	1	0	0	0	0	0	0	0	0	162	0	5	0	0	0	0	0	5	6	9
